bpm,loudness,year,title
118.454,-14.832,0,Angeles
123.401,-12.712,1988,Hot Rod Lincoln
107.371,-8.858,0,My Tribute (to God Be The Glory)
175.781,-5.682,0,Pretty Smiles & Shattered Teeth
195.317,-4.063,2002,Kill Miss America (Album Version)
91.479,-9.07,0,Pa'lla pa'ca
187.958,-5.827,2000,2 Glocks
133.125,-4.23,1999,Zavelow House (Album Version)
140.052,-6.066,2004,Gold Flames Of Angels
105.882,-13.896,0,Like A Star
162.019,-6.013,2007,Wanderlust
87.192,-16.692,0,Country Girl
169.654,-7.949,2007,The Murder Prologue
110.924,-8.701,0,C.C. Ryder
123.69,-7.549,0,Ride On The Rhythm
189.294,-6.798,2006,I.B.S. (Amended Album Version)
122.13,-7.417,0,Ay ! Mi Sombrero
85.538,-10.444,0,Moscow Nights
53.713,-18.339,0,Love Divine_ All Love Excelling
129.953,-23.637,0,Prelude (Learing To Trust Album Version)
160.589,-2.525,2005,Execution
35.604,-21.085,0,Red is the Rose
92.32,-14.845,1997,Lonesome Road
118.776,-4.695,1990,Electrasonic V
138.021,-13.25,0,Shades Of Love
118.198,-12.923,0,Finally (Album Version)
91.988,-6.331,2004,Que Vas A Hacer?
90.59,-15.845,0,Slow Down
134.033,-8.213,0,36 Grad (Paul van Dyk's Vandit Clubmix)
131.568,-5.308,1995,Born To Run
170.029,-10.882,0,This is My Year
110.361,-13.486,0,Soleariyas
139.315,-11.667,0,Il a suffit d'une chanson d'amour
154.099,-15.279,0,Gamilia Patinada
203.944,-8.331,1977,I'm So Bored With The U.S.A.
147.97,-2.572,0,Mi Ni Yu Wo
175.945,-3.471,1985,If Money Talks
84.977,-7.759,0,Yi Ji Ji Zhong
94.987,-6.146,2007,Good Girl Gone Bad
125.217,-15.344,0,Hard To Admit
129.956,-12.911,0,I Must Tell Somebody
64.798,-15.993,0,Laurie And Martin
97.519,-21.623,0,Shine For Jesus
107.601,-10.426,2001,Rollin' and Tumblin'
156.616,-8.007,0,He's Waitin'
95.389,-19.002,1959,Evening Prayer
97.036,-9.356,1996,Sweet Lover Hangover
124.508,-21.437,1967,Gay Ranchero
78.902,-32.887,0,Thank You For Calling
114.169,-15.787,0,Sample Track 11
109.857,-15.456,0,Christina The Astonishing (2010 Digital Remaster)
184.15,-3.952,2000,Hello
178.471,-11.961,0,Ja Soc Aqui
127.749,-11.876,1973,Nada De Ti
122.015,-5.564,0,Everything Good (Everything Good Version)
103.177,-13.935,2006,Puzzle of Hearts
164.049,-6.247,2002,Sweetest Goodbye
99.352,-15.716,1982,Aunque Mañana No Estes
156.107,-7.546,0,Vodne stocne
104.013,-5.928,2002,Did Ya Say That
101.139,-6.859,0,Streets On Fire
114.638,-3.988,2009,After One Quarter Of A Revolution
95.234,-17.73,0,Doctrines
143.061,-7.929,0,Peter Pan (j'veux pas être jeune) [feat. Les Pistons Flingueurs]
119.991,-6.005,0,Butterflies
121.983,-6.413,2010,The Key
138.207,-2.541,2008,Dog Tagged
158.429,-13.247,0,Wagoner's Lad
130.103,-10.069,0,Baby Momma (Chopped & Screwed Version)
167.832,-13.382,1967,Games That Lovers Play
87.679,-11.44,1990,5 Foot 1
72.882,-12.034,0,Fang Bu Sheng Fang
128.444,-7.818,2001,Guajira Y Ven
127.985,-7.342,0,born again
117.858,-10.886,0,What a Friend We Have in Jesus
168.027,-10.962,0,Love Goes Down (Part Deux)
154.038,-10.906,1974,Sally Can't Dance
140.017,-7.597,2003,Nothing To You
110.411,-10.449,2001,Lero Do Bolero
102.649,-18.184,0,Peigin is Peadar
180.253,-11.594,0,World Wind
176.121,-11.954,0,Take Five - Live
114.072,-6.08,2005,Sam und Bo_ N.E.O.
99.701,-13.158,1998,Kindhearted Woman Blues
125.228,-10.796,0,Gun Shot
111.67,-6.192,0,Dying To Stay
131.642,-6.591,1998,"Beneath The Valley Of The Underdog (Album Version + Hidden Track ""Talkin' Randy Tate's..."")"
168.121,-9.118,0,Watchie Watchie
202.358,-9.838,1999,Superman
131.909,-4.554,0,Fly Again (The Scumfrog Radio Edit)
115.304,-11.084,1998,The Everclear Song
130.867,-3.955,2001,Streamline
101.947,-4.8,0,El Chico Del Apartamento 512
136.32,-11.341,1985,One More Night
74.697,-4.762,0,Desperados
87.327,-6.715,2001,Bang
96.683,-18.969,0,Cumha Eoghain Rua Ui Neill (Lament For Owen Roe)
161.176,-10.768,0,Todas Las Cosas Que Ella Me Dió
198.855,-7.151,2001,Going Back To New Orleans
133.3,-8.485,0,Coyotes (Album Version)
115.616,-6.856,0,No Se Lo Que Me Da
141.872,-8.761,2007,Ice Cream Man
128.646,-10.826,1982,She Blinded Me With Science
102.785,-13.19,0,Rock Me Baby
146.976,-8.202,2009,Freak it all Night
145.333,-21.969,0,Bill Lynch
117.495,-15.606,2006,Watching You
102.151,-11.863,1967,What's He Doin' In My World
91.302,-17.944,0,La Rivière De Ton Dos
151.123,-7.749,1980,Seven Days Too Long
170.61,-14.466,2008,Coleman's No. 1 / Ton Double Fisel / Kiely Cotter's / How We Spent the Christmas
131.525,-25.822,0,Speaker Problems
137.614,-6.137,2003,Chain (Album Version)
116.298,-7.337,0,Hiekkaa (polvere)
150.59,-15.647,1991,Let's Roll (Take 1)
151.741,-8.961,0,Satellite Of Love (Album Version)
102.006,-13.949,1996,For Anything
132.159,-7.792,1983,Zig-Zag Walk
167.677,-8.04,2003,Mopao
93.373,-9.183,0,Peanuts (The Peanut Vendor)
200.114,-5.721,0,Go Baby (feat GemStones) (Explicit Album Version)
115.584,-7.008,2003,Cuento De La Buena Pipa
137.113,-13.538,0,Angry Young Men (LP Version)
121.884,-7.863,1993,Anytime You Need A Friend
90.438,-4.747,1996,Broderskapets ring
118.241,-10.498,2004,Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental)
109.474,-11.799,1970,Completeness
58.47,-12.33,0,"Perk trip - sleeping in ""tubes"
122.148,-26.514,0,Dasotmori Live
147.0,-7.956,0,The Wickedness
140.026,-11.018,0,Right here Waiting
108.895,-10.644,0,God Is The Answer (Footprints In The Sand Album Version)
111.28,-12.382,0,Si Lu
91.099,-7.663,0,Baby Boy [feat. Beyonce]
125.163,-8.511,0,Ça c'est Paris
143.854,-6.295,0,Watch This Sounds
127.814,-8.145,0,Min Aporis
131.991,-3.33,2004,Teeny Weeny String Bikini
182.672,-15.872,0,Sarambeque
48.385,-16.176,0,J'Suis Dans La Dêche
89.984,-5.804,2005,Resurrection
117.665,-15.167,0,Poema
146.64,-3.853,2009,Quítate La Ropa
182.393,-20.767,0,Mozart In Samba Motion
91.691,-12.686,0,Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig)
84.818,-11.658,0,Do You Ever Think Of Me
101.998,-11.051,2001,Perfect Peace
113.838,-15.029,1989,Half Ain't Been Told
92.761,-7.041,0,Ten Days (Album Version)
105.026,-7.403,0,Rang De Basanti
90.463,-13.505,2006,The Blinding Sun
106.361,-6.359,0,Machuca
162.006,-7.066,0,Einmal reich
162.016,-5.521,2004,Love N' Gold
142.968,-6.923,0,Where I Stood [Live]
96.261,-12.532,0,Simon
160.05,-6.776,0,Juke It Down
149.234,-6.342,2001,Grial II
174.395,-11.429,1990,Over And Over
110.123,-9.947,0,The Question Is (Album Version)
89.481,-5.415,0,Army Of One
128.48,-11.947,1998,Todo A Pulmón
123.033,-2.818,2006,Cosmic Forge (LP Version)
95.192,-8.089,1996,Get A Hold
89.095,-15.309,1983,Bancate Ese Defecto
93.507,-6.035,2003,From Ivory Towers Above The Control Grid
86.104,-7.048,2010,Lullaby For The Summer
142.212,-7.8,2010,Disposition (feat. Jest)
154.995,-1.827,0,Hood Figga Juke
63.087,-15.279,0,Kurrajong
137.937,-10.847,1991,Hunger Strike
95.103,-4.964,2003,In This Skin
123.755,-9.272,1993,Best Friend
61.305,-13.278,1975,M 14
145.941,-5.048,0,Eric
119.901,-16.691,2001,Sellotape Flowers
134.804,-9.947,1970,I Am The Walrus
122.015,-7.192,0,I Wont Let You Back In
93.292,-9.124,0,Mari Mouri (Mary Has Died)
95.866,-10.047,1986,On The Other Hand (Album Version)
137.953,-3.653,1998,Pub Pusher
230.041,-4.996,0,I'm Walking
79.606,-14.32,0,Trouble
121.739,-10.6,2000,Desert Caravan
108.634,-6.766,0,Born Again
131.564,-8.885,1979,Take The Time
98.987,-12.7,1999,Les Forains
180.009,-9.457,0,Sunset In Akkarai
127.969,-6.103,2009,Don't Stop
103.02,-7.658,0,Joaquin Torres Jr.
98.011,-9.248,2001,Flame On
125.604,-11.607,0,Alchemy Index Vol 1  Water 1 of 6
82.124,-11.574,2009,C'est Toujours la Même Histoire
88.49,-22.083,0,Ricerca nell' isola
65.941,-12.397,2001,Let Me Out
90.854,-17.424,0,Great Is Thy Faithfulness
140.003,-10.38,2005,Cool People Make Me Tired
150.003,-6.229,0,Velvet
158.569,-25.342,1994,Paragon Rag  (LP Version)
74.481,-6.054,2003,Eagle Eye
66.932,-12.663,1993,Voucher
120.232,-12.015,2008,Intro
77.806,-14.84,0,Chowbay
66.41,-9.272,2001,Soot and Stars
171.944,-11.996,1971,Future/Now (LP Version)
105.142,-14.8,0,Piney Brown (K.C.)
105.027,-11.599,0,Jah Keep Us There
152.343,-7.132,2000,Eimsbush bis 0711
90.998,-11.672,1996,Carry The Weight
39.899,-19.345,0,Cupareree or Graysinn
94.0,-9.181,0,Pretty Please Me
134.021,-9.877,1967,Try And Stop Me
54.192,-5.579,0,Las Muchachas
143.699,-6.348,2002,Here Without You
137.465,-14.77,0,The Beginning of the Partnership
130.422,-12.948,0,Umbrellas Of Cherbourg
123.438,-8.852,1976,This One's For You
222.916,-7.115,0,Passion
120.406,-6.513,0,Dans le calme de la nuit
113.447,-17.293,2005,Tin Pan Alley (aka Roughest Place In Town)
114.805,-14.874,0,Cool Water
108.941,-5.267,0,Dig Up
124.894,-15.409,2006,The Big Stall
117.362,-3.573,2001,Heaven Can Wait
86.991,-7.016,2009,Follow The Light (Radio Edit)
69.114,-12.948,0,Dissidents (The Search For Truth Part 1) (2009 Digital Remaster)
219.569,-38.148,2000,Noises
0.0,-29.106,1981,Carta De Amor
156.021,-11.443,2001,Yo Mouth (Skit)
110.828,-16.69,1993,Sweet Suffering Christ
100.44,-8.165,0,When Disaster Strikes (Explicit LP Version)
97.979,-5.997,0,Just Look At the Blessing
98.063,-12.908,0,Apisti
90.719,-9.328,1974,You Never Cry Like A Lover (LP Version)
107.675,-15.812,0,Crazy Rhythm
106.187,-12.242,2008,If That's True
108.013,-14.292,0,Softly And Tenderly
94.653,-4.805,2000,CB4
96.474,-13.921,1970,Concerto No.3 In D: Allegro
116.045,-14.02,0,Cero Codazos
140.496,-5.7,0,Rockout_ Whatever You Feel Like
93.068,-9.423,0,The Rover (Takao Tajima Remix)
126.019,-10.665,0,Beachport
84.186,-5.121,2007,Got To Give It Up
119.947,-7.736,2006,Winter In Finland
161.191,-24.424,1998,Azul Contente
118.656,-4.395,0,Tras La Reja
75.017,-6.32,0,Work Hard
168.0,-6.342,2009,Won't Be Long
190.01,-8.589,2007,So Not Over You (Motivo-Pop Lectro Mix)
123.825,-11.441,0,Yodelling Mad (2002 Digital Remaster)
187.284,-7.347,0,Show Me The Way
139.629,-5.426,2002,Cruz
112.006,-8.794,2005,Castillos Y Sueños
124.05,-15.037,0,Valium
120.72,-4.621,1985,Only Lonely
221.796,-7.742,0,Afonsina y el mar
72.685,-11.088,2006,Happy Mother's Day
109.601,-7.753,0,Lieder_ Die Uns Ein Leben Lang Begleiten
91.988,-5.464,0,Take a Ride
110.459,-2.644,0,All The Lessons
189.859,-10.893,2003,C'est Toujours Le Matin
106.507,-10.347,1980,People Never Give Up
111.829,-9.316,1996,Let Him Fly
131.013,-9.053,0,Roadhouse Blues (Live In Detroit) (LP Version)
115.763,-8.889,1993,Going Down
139.628,-10.62,0,The Cat Came Back
106.307,-20.101,0,Hiroshima
174.059,-14.989,1991,The Bottom Line
109.253,-8.204,1997,Outside
123.382,-5.564,2007,It'll All Come Around (Album Version)
132.998,-6.4,2004,Marrakech
58.387,-12.157,1993,The Way
161.868,-5.676,1999,She's All I Ever Had
112.4,-23.086,0,You're A Big Boy Now (Album Version)
155.815,-13.842,0,Exception To The Rule
152.887,-7.427,2010,Dj
155.827,-7.268,0,Sensemilla
95.932,-6.923,2001,I'm Hot
124.253,-9.979,0,The Way You Do The Things You Do
129.991,-5.558,2008,Touch My Body
136.778,-22.404,0,God Rest Ye Merry Gentlemen (World)
110.156,-5.766,0,Täysikasvuinen mies
110.065,-9.315,0,Me Lo Dijo Adela
120.039,-20.32,0,Just As I Am (Arr.)  (Different From Track One)
83.461,-16.686,0,The Song from Moulin Rogue Where Is Your Heart
103.77,-10.983,0,What To Do
152.462,-9.12,0,Girl Nation [Live]
149.689,-9.878,0,But Not For Me
116.257,-12.645,1997,You Know It's True
150.95,-11.212,1989,All Burned Out
90.063,-8.189,0,Edo Pou Ta Leme
101.786,-6.469,2002,Hey Sexy Lady
110.651,-12.269,0,RAMUKA
132.106,-8.212,0,Change The Way (Highlands Album Version)
187.874,-5.394,0,El troyano
178.518,-1.217,2007,Thriller
100.013,-4.301,0,The Plot To Bomb The Panhandle (Album Version)
128.991,-8.933,0,1000 Of Years Ago
215.349,-6.454,0,Megaton B-Boy 2000 (LP Version)
167.753,-10.634,1992,Sent By Angels
178.531,-6.281,2002,Wendy
84.87,-14.057,0,Fried Neck Bones And Some Home Fries
92.341,-20.226,0,Crosses of crossed colors 3
143.881,-6.137,0,Eyes Of A Stranger (Album Version)
103.995,-7.762,0,Qing Yi Shi
100.078,-3.275,2004,Getto Boys
183.513,-8.645,2005,Superscout
91.517,-13.427,0,Le Fiacre
133.994,-5.637,2007,No Volveras A Mi
61.593,-6.076,1998,Black Celebration
100.02,-13.63,0,Sophie
151.997,-17.793,0,Another Land (World)
150.061,-7.625,0,Please Heart_ You're Killing Me
244.268,-23.465,2008,Meeting Daisy
134.828,-16.708,0,Song Of Australia - Canto 6 (2009 Digital Remaster)
120.212,-5.539,0,Ke T' Oniro Egine Efialtis
136.191,-5.601,0,Mr. Goose
100.404,-7.532,1992,Would?
121.47,-13.399,2000,The White's Bedroom - Fire Escape
94.513,-11.947,0,The Yellow Rose Of Texas
167.935,-5.896,2004,The Line
87.527,-6.492,2005,Trapdoor
124.043,-9.857,2010,Plastic People
85.321,-4.28,2001,Revolution
89.88,-15.969,0,So Nice - Original
112.051,-7.754,2000,Mientras me quieras
84.639,-5.815,0,Alpha River
157.996,-7.34,1984,Salamanders In The Sun
121.615,-13.035,1991,Sister Seagull (Live)
85.875,-16.453,0,Act Won (Things Fall Apart)
120.985,-6.574,0,Wie ein Eisbär sein
115.771,-17.59,0,Goodbye Broadway_ Hello France
126.966,-10.441,0,Exit People
89.296,-6.724,2000,Down In The Jungle
80.039,-11.102,0,Te Quiero Mamma
168.989,-12.147,0,Skymning
112.613,-8.504,1996,Don't Take Your Love Away From Me (Album Version)
107.669,-5.797,1999,Love Happens Just Like That (LP Version)
147.087,-12.512,1982,Losing True (Album Version)
153.474,-8.077,2001,Run
88.132,-8.45,0,the tales of King Solitude 1:3
163.604,-5.653,2007,Teenage Queen (Album Version)
126.294,-5.508,2007,The Same Old Innocence
131.059,-4.329,0,S*B*Y
186.44,-10.786,2006,It Doesn't Matter Where_ Just Drive
226.146,-15.419,1996,The Golden Rocket
119.693,-8.714,0,La Sitiera
94.223,-17.722,1997,Speak Low
164.216,-4.665,2002,Scelxenak
73.531,-6.53,0,Gross Throw-up Burp (Sonnerie_ Ringtone)
96.859,-17.876,0,You Don't See Into The Blues Like Me
116.044,-19.769,1980,When A Man's In Love
112.281,-11.708,0,Dirty Old Man
138.311,-8.045,0,Sanity Fades
137.835,-15.137,0,Serenata
101.994,-5.922,1999,Master_ Faster_ Sweet Desaster
88.04,-17.493,0,My Man's Gone Now
138.657,-5.234,2003,Price I Pay
152.017,-6.171,0,"Silent Night (Featuring Geoffrey Jones_ Terrence ""T-Bone"" Frierson_ Billy Steele)"
128.578,-12.62,1999,Earth Child (World)
134.188,-3.891,1987,Sweet Child O' Mine
149.998,-3.11,0,Never Again (Album Version)
208.832,-9.932,0,Girls
133.898,-4.123,0,Thanks God I'm A Country Boy
130.752,-9.282,0,Playboy Theme
138.489,-16.174,0,Fritzy & Helen Hanft (Album)
130.011,-10.252,0,Around The World
105.395,-9.815,0,La Saint-Jean d'été
118.606,-12.93,1998,Java Sparrow
113.837,-10.073,0,Love Oh Love (Live in Chicago)
153.909,-12.266,0,Four Days Late (Studio Track w/o Background Vocals)
130.103,-7.55,0,Pleasure Zone Mix
118.175,-10.1,1994,The World In My Hands (We Are One)
137.51,-15.466,0,MONDAY_ MONDAY
138.257,-24.385,0,I Just Love Old People (Rocky Mountain Homecoming Version)
82.556,-17.944,1990,We're Out Of Gas
162.909,-4.737,1995,Superstar
106.328,-13.585,0,Blues As Blues Can Get
140.001,-6.669,0,Gyere velem
152.942,-11.951,1993,Be Stiff (Live)
156.414,-10.685,1982,Komm Computer
89.483,-20.678,0,Empty Bottles
181.018,-13.425,0,I Wonder Where You Are Tonight
141.982,-6.564,0,God Keeps A Candle
117.634,-9.992,1972,The Gold It's In The ... (1996 Digital Remaster)
88.874,-19.819,0,Bootleg Rum Dum Blues
97.08,-7.413,0,Tu Ex Amor
120.284,-5.021,0,She Spoke 2 Me ( Extended Remix LP Version)
112.884,-13.261,0,Husbands And Wives
209.581,-13.739,1980,Splendido Sundance
104.001,-19.809,0,Too Tight Blues No. 2
108.333,-15.788,0,Madeleine
155.757,-6.585,0,You Saved My Life
127.98,-9.63,0,Dekh Le
86.366,-10.844,2005,New Born Soul
169.663,-6.668,1999,El Oro De La Gallina De Los Huevos
166.029,-8.436,2007,Prends-Moi La Main
99.397,-15.479,0,If You Leave Me Now
196.201,-4.173,1996,War?
66.366,-8.265,2006,So Many Roads
117.007,-11.596,2010,Oceans
123.944,-5.098,2005,Don't Look Back (Radio Edit)
167.871,-8.875,0,Am I Losing You
98.293,-9.31,0,She's My Woman
135.993,-6.158,0,Where Are You
150.418,-7.014,0,Con el chacacha del tren (Cancíon por Rumba)
139.806,-22.152,0,Maria Betania
67.886,-14.369,0,"Inrtoduction ""Hing Hye Srder"
141.148,-18.679,0,Master Mantrol (Dub / Instrumental Reggae Music)
120.988,-14.43,0,Old Woman From Wexford
111.116,-5.555,0,Love_ Respect & Loyalty (feat. Sophie & Cait La Lee)
138.54,-10.297,2003,Moonlight Serenade
100.002,-8.28,2001,Chi Chi Man
118.566,-11.404,0,At the Fountain (Reprise) (Brian d'Arcy James & Ensemble)
110.509,-9.483,0,Kinky Woman
88.566,-6.165,0,Passion_ Love & Pain (Feat. 25 Kids)
127.969,-5.064,0,In My Arms (Live Auditorio Nacional 08)
149.844,-9.655,0,Say Something
87.618,-10.311,2003,N.Y. Electric / Hunter Interlude
137.954,-5.426,1999,Expolodera (som dynamit)
149.056,-16.748,2005,Sweet To Mama
135.706,-7.983,2005,Common sense
189.682,-8.662,0,Perro Faldero
75.699,-15.001,0,Throwdown At The Hoedown (LP Version)
132.084,-7.269,0,Wisdom
112.47,-13.026,0,I Can't Wait Until Tomorrow (Live)
37.797,-22.999,0,Raccolto
190.035,-7.336,2006,I Was a Human Bomb for the FBI
97.054,-5.839,2002,Im Club
154.084,-9.2,0,Baiao Malandro
84.736,-8.291,0,Wild Ride (From the album Steel And Fire)
151.752,-10.321,1990,Les Fleurs
132.888,-21.339,2005,Sea_ Subsurface
100.482,-3.398,0,People = Sh*t (live) (Album Version)
129.962,-5.852,2006,Como Olvidar (Merengue Versión)
70.759,-10.319,1993,New Morning (Live)
163.393,-2.818,2007,It's Alright Bruv
88.024,-6.611,2006,Svedomi
99.914,-11.132,0,De Lai Bu Yi
130.023,-9.183,0,Birak Yakami
93.355,-7.042,2003,Hasta Los Huesos
189.782,-13.579,2005,Cumberland Gap
74.153,-16.271,0,Mood Indigo
134.616,-13.562,1970,Hesitation Blues
129.99,-11.95,0,We Are The Reason - Medium key performance track w/o background vocals
174.23,-23.977,1967,Monday Morning Blues
101.664,-7.279,2008,Class Act
197.471,-4.644,0,Side By Side
102.572,-9.66,0,Meteorito
117.939,-10.098,0,The Ballad Of St. Anne's Reel
94.895,-9.618,0,Somebody Stop Me
152.879,-10.627,0,Mother's Luv
125.692,-15.855,1991,John the Revelator
148.03,-8.335,0,I'll Never Be Able (To Tell It All) (High Key-Studio Track w/o Background Vocals)
173.903,-12.396,0,The Kangaroo Theory
161.996,-16.262,0,Mélodie d'Amour
114.313,-10.851,1997,More
169.131,-10.312,2000,Venite Pa' Maracaibo
198.201,-4.926,2001,Bath Of Least Resistance
44.407,-30.925,0,Nocturne For Piano No. 8 In D Flat Major_ Op. 84 No. 8 (also in Huit pièces brèves_ Op. 84/8)
151.728,-16.359,0,Reunited
179.629,-8.452,2008,I Swear the Visine is for my Allergies
130.026,-7.135,2002,Shifter
98.9,-20.519,0,Monologue With the Sky
137.049,-5.701,0,Corre_ Corre (Keep On Running)
127.434,-10.223,2007,After I Made Love To You
122.089,-11.991,0,It's The Three Of Us Left
127.974,-9.073,0,Freed From Desire (Alternate Mix)
140.148,-13.491,0,1900's Madness #1
92.403,-20.74,0,Intro. (The Plan Album Version)
162.329,-8.652,2008,Love Like This
208.299,-5.095,2005,Lion Paw
97.812,-9.384,1993,Erick Sermon
129.233,-17.181,1984,Canta Una Canción De Amor
105.486,-4.775,0,Half Way Out The Door (Live)
125.04,-9.28,0,Soundtracks and Come Backs (radio mix)
84.797,-6.297,2002,Tell Me
116.228,-10.263,0,Den S'Adiko
174.211,-8.521,0,Where You From
106.153,-15.062,1992,Honey Fingers
100.005,-8.133,0,Gloria
137.953,-7.006,1999,Love You Again
96.447,-8.079,0,Die Zeit
165.171,-7.762,2007,Point And Shoot (Demo)
122.061,-4.97,2005,The Michael Vick Song
83.195,-8.647,0,Believe (Album Version)
129.756,-10.458,0,Subida y entrada al cante
125.181,-11.398,0,Goor
162.575,-7.86,0,Angel [2004]
148.8,-14.979,0,O Come_ O Come Emmanuel
96.703,-7.497,1997,Burn 'Em Down (LP Version)
62.008,-21.052,0,Cuatro Veinte
90.0,-6.396,0,Tout bizwen (feat. Milca_ Synn'Tya_ Shaolin)
104.416,-20.106,0,Funny How Time Slips Away
116.933,-15.776,0,Music By Numbers (2001 Digital Remaster)
122.038,-6.937,0,Dont Push Me Away
96.024,-8.392,0,Run And Tell
169.193,-9.113,1999,Cuttin' the Tree
100.079,-5.955,0,Klaio Gia Sena (Niagaras)
88.138,-6.748,0,Sauer
98.638,-5.284,2005,L.S.M.
130.48,-5.492,2007,Cycle Time
98.713,-7.8,0,Llorando Por Amor
146.186,-11.774,0,Heart's Grown Cold (LP Version)
164.069,-13.606,1994,To Sir With Love
80.583,-19.273,0,New Milk Cow Blues
149.895,-27.019,2005,Deep Blue
102.643,-5.438,2001,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie)
180.521,-14.668,0,High On the Mountain
101.684,-8.811,2001,Is It Love
60.404,-24.651,2009,Falling Apart
73.314,-14.305,2006,Signs Can Hear All
102.248,-19.233,0,I Will Turn Your Money Green (Take 1)
242.7,-7.117,2004,Beauty Supply And Demand
85.466,-3.805,2003,Transmission (Album Version)
174.984,-7.284,0,Superstar (feat. J-Noxx)
156.078,-4.502,0,Baila Cariño
154.24,-5.94,2002,Strip The Soul (album version)
124.021,-10.503,0,Sangria (Nomadbrothers Remix feat. Rio)
124.283,-6.515,1994,Come Dance With Me
86.666,-17.608,0,Te Quiero Mas
180.469,-3.349,1992,Head Banger
90.845,-17.27,2009,The Lord's Prayer
165.81,-8.502,1996,Raw Power
107.373,-12.637,1990,I'm Chillin
82.491,-18.352,0,La Blessure
143.908,-8.505,0,Alla Mot Alla
67.56,-12.007,1993,One Moment With You
60.025,-8.235,0,Nuestras Sevillanas 1
89.467,-8.473,0,Parabolics Studies 6
139.02,-11.286,0,Feverish
129.699,-7.486,0,COLD MORNING
167.018,-11.576,2008,Syrup Sipping (Banner Beat Break)
125.997,-7.801,0,Party Favours (Dee Dee's Flukey Remix)
148.024,-9.156,0,Keep Walking
185.012,-2.839,2005,4 Words (To Choke Upon)
179.004,-4.994,0,The Carnival  feat. Japjit Kaur
98.612,-10.261,0,Is It Wrong
58.407,-5.239,0,learn (Album Version)
88.053,-6.551,2005,Xenophobic Hate Machine
128.137,-11.881,0,Lay All Your Love On Me (LP Version)
114.066,-11.807,0,Ella Speed
105.981,-12.328,2003,Chatma
84.949,-14.964,0,The way to Peace
145.011,-5.543,0,How It Begins
68.242,-8.931,0,Chanson D'Amour
69.487,-15.391,0,My Love
188.018,-5.303,0,The Cool (Amended Album Version)
153.785,-5.945,1997,Roses
89.709,-7.405,0,Le Droit Des Pères (Live Electrique)
114.088,-7.827,1990,Long Way From Home
88.537,-12.883,0,He Was Here
67.137,-11.496,1996,Love & Understanding
99.093,-8.781,0,Cry Of My Heart
239.407,-5.118,2007,In Hell (Album Version)
153.021,-9.476,0,Up Jumped The Devil - Live
123.004,-7.184,2007,We Are The Ones (Lounge Version)
121.944,-5.825,0,We're Not Gonna Bow
85.184,-24.009,0,Mefistofele/Spunta... l'aurora pallida...
122.895,-16.715,1998,Ralph's Rhapsody
99.882,-4.523,0,Va Por Usted
210.124,-3.883,0,The last havoc
104.796,-6.958,1972,Stand By Me
139.487,-15.849,1984,Brooklyn On A Saturday Night
119.992,-6.699,0,Le Bug (Live 2005)
107.288,-13.827,0,El Gato Confite
105.976,-6.231,2000,Volvere
170.04,-8.1,0,Lost in Marrakesh with Entropik (Pathaan's Mirage Mix)
93.352,-12.75,1997,Estimate
155.127,-6.72,0,Suburban Living
125.038,-16.6,1986,Badrock City
45.199,-22.715,0,The Lakes Of Pontchartrain
118.026,-6.117,0,Fly Away (Instrumental)
150.117,-8.004,2000,Psalm 27
70.746,-19.27,1991,Chicago Bound Blues
147.002,-8.259,0,Herz an herz (Live Version)
113.142,-9.306,1986,Papa Legba (2005 Digital Remaster)
99.958,-15.102,2004,I Know Where I Am Now
149.981,-10.939,1988,Liquid Mercury
97.014,-14.66,0,Falling Stars
96.645,-14.736,1969,Waitin' For The Wind
148.045,-10.897,2003,Your Revolution Is A Joke
107.709,-22.184,1995,Q Loop
120.18,-4.707,0,Neon Psychedelia
137.971,-6.709,0,CrossBreed
228.637,-5.301,1997,Make It Last
111.418,-11.573,0,I'm Blue (LP Version)
126.182,-3.225,2008,Origins And Endings
163.992,-6.3,0,Sincérité (feat. Ludo)
101.37,-12.161,0,Stainless Steel Gamelan
128.239,-10.76,0,50_000 Miles Beneath My Brain (Live)
101.867,-13.767,0,Baby Mama
130.495,-5.806,2005,American Girl
105.115,-12.319,0,Red Castle
115.082,-11.71,0,Liian vähän aikaa
146.01,-10.981,1987,22 Going On 23
153.058,-6.791,2008,Private Dancer
117.236,-4.197,0,DJs Are The New Rockstars-Live Mashup Mix 7
131.248,-9.326,1997,Lappi Pt IV Etiäinen
80.505,-6.006,2009,Michael Nobody aka Poetic Death
123.448,-7.098,1995,Estoy Aquí
91.341,-7.964,0,Mirame A La Cara (Version Salsa)
151.401,-7.834,0,Shake That Thang
140.085,-7.487,0,Free
98.406,-11.76,1992,I Want You
126.154,-5.497,2000,Malice
110.837,-12.437,0,Why Don't You Do Right (Album Version)
104.358,-10.015,0,It Ain't No Use
108.888,-9.098,2007,Red Gun
147.99,-5.79,2008,Ride Out Dip
63.198,-5.347,0,Tuck That Sh*t
157.992,-9.558,2001,Arco Arena
160.138,-7.467,1994,Pictures To Prove It
144.721,-3.044,2004,Stop The World
